MonthCode,Year,V1,V2,V3,V4
779,1974,1974.7084,703.2,0,0
780,1974,1974.7916,695.2,0,0
781,1974,1974.875,708.2,0,0
782,1974,1974.9584,712.2,0,0
783,1975,1975.0416,704.2,0,0
784,1975,1975.125,712.2,0,0
785,1975,1975.2084,708.2,0,0
786,1975,1975.2916,697.2,0,0
787,1975,1975.375,696.2,0,0
788,1975,1975.4584,699.2,0,0
789,1975,1975.5416,705.2,0,0
790,1975,1975.625,703.2,0,0
791,1975,1975.7084,698.2,0,0
792,1975,1975.7916,712.2,0,0
793,1975,1975.875,719.2,0,0
794,1975,1975.9584,708.2,0,0
795,1976,1976.0416,708.2,0,0
796,1976,1976.125,715.2,0,0
797,1976,1976.2084,704.2,0,0
798,1976,1976.2916,703.2,0,0
799,1976,1976.375,702.2,0,0
800,1976,1976.4584,705.2,0,0
801,1976,1976.5416,711.2,0,0
802,1976,1976.625,712.2,0,0
803,1976,1976.7084,709.2,0,0
804,1976,1976.7916,705.2,0,0
805,1976,1976.875,702.2,0,0
806,1976,1976.9584,711.2,0,0
807,1977,1977.0416,703.2,0,0
808,1977,1977.125,707.2,0,0
809,1977,1977.2084,701.2,0,0
810,1977,1977.2916,688.2,0,0
811,1977,1977.375,703.2,0,0
812,1977,1977.4584,698.2,0,0
813,1977,1977.5416,700.2,0,0
814,1977,1977.625,707.2,0,0
815,1977,1977.7084,707.2,0,0
816,1977,1977.7916,706.2,0,0
817,1977,1977.875,714.2,0,0
818,1977,1977.9584,724.2,0,0
819,1978,1978.0416,727.2,0,0
820,1978,1978.125,721.2,0,0
821,1978,1978.2084,708.2,0,0
822,1978,1978.2916,705.2,0,0
823,1978,1978.375,697.2,0,0
824,1978,1978.4584,699.2,0,0
825,1978,1978.5416,701.2,0,0
826,1978,1978.625,705.2,0,0
827,1978,1978.7084,709.2,0,0
828,1978,1978.7916,700.2,0,0
829,1978,1978.875,699.2,0,0
830,1978,1978.9584,701.2,0,0
831,1979,1979.0416,701.2,0,0
832,1979,1979.125,717.2,0,0
833,1979,1979.2084,703.2,0,0
834,1979,1979.2916,699.2,0,0
835,1979,1979.375,695.2,0,0
836,1979,1979.4584,695.2,0,0
837,1979,1979.5416,702.2,0,0
838,1979,1979.625,703.2,0,0
839,1979,1979.7084,704.2,0,0
840,1979,1979.7916,709.2,0,0
841,1979,1979.875,706.2,0,0
842,1979,1979.9584,720.2,0,0
843,1980,1980.0416,714.2,0,0
844,1980,1980.125,717.2,0,0
845,1980,1980.2084,709.2,0,0
846,1980,1980.2916,702.2,0,0
847,1980,1980.375,700.2,0,0
848,1980,1980.4584,704.2,0,0
849,1980,1980.5416,,0,0
850,1980,1980.625,701.2,0,0
851,1980,1980.7084,703.2,0,0
852,1980,1980.7916,700.2,0,0
853,1980,1980.875,710.2,0,0
854,1980,1980.9584,719.2,0,0
855,1981,1981.0416,718.2,0,0
856,1981,1981.125,714.2,0,0
857,1981,1981.2084,707.2,0,0
858,1981,1981.2916,703.2,0,0
859,1981,1981.375,703.2,0,0
860,1981,1981.4584,700.2,0,0
861,1981,1981.5416,701.2,0,0
862,1981,1981.625,703.2,0,0
863,1981,1981.7084,703.2,0,0
864,1981,1981.7916,710.2,0,0
865,1981,1981.875,722.2,0,0
866,1981,1981.9584,721.2,0,0
867,1982,1982.0416,711.2,0,0
868,1982,1982.125,715.2,0,0
869,1982,1982.2084,716.2,0,0
870,1982,1982.2916,708.2,0,0
871,1982,1982.375,696.2,0,0
872,1982,1982.4584,709.2,0,0
873,1982,1982.5416,709.2,0,0
874,1982,1982.625,708.2,0,0
875,1982,1982.7084,710.2,0,0
876,1982,1982.7916,718.2,0,0
877,1982,1982.875,727.2,0,0
878,1982,1982.9584,728.2,0,0
879,1983,1983.0416,739.2,0,0
880,1983,1983.125,741.2,0,0
881,1983,1983.2084,731.2,0,0
882,1983,1983.2916,709.2,0,0
883,1983,1983.375,707.2,0,0
884,1983,1983.4584,710.2,0,0
885,1983,1983.5416,715.2,0,0
886,1983,1983.625,714.2,0,0
887,1983,1983.7084,710.2,0,0
888,1983,1983.7916,708.2,0,0
889,1983,1983.875,737.2,0,0
890,1983,1983.9584,712.2,0,0
891,1984,1984.0416,707.2,0,0
892,1984,1984.125,717.2,0,0
893,1984,1984.2084,713.2,0,0
894,1984,1984.2916,706.2,0,0
895,1984,1984.375,703.2,0,0
896,1984,1984.4584,704.2,0,0
897,1984,1984.5416,704.2,0,0
898,1984,1984.625,710.2,0,0
899,1984,1984.7084,710.2,0,0
900,1984,1984.7916,714.2,0,0
901,1984,1984.875,730.2,0,0
902,1984,1984.9584,709.2,0,0
903,1985,1985.0416,701.2,0,0
904,1985,1985.125,698.2,0,0
905,1985,1985.2084,696.2,0,0
906,1985,1985.2916,698.2,0,0
907,1985,1985.375,699.2,0,0
908,1985,1985.4584,704.2,0,0
909,1985,1985.5416,706.2,0,0
910,1985,1985.625,702.2,0,0
911,1985,1985.7084,705.2,0,0
912,1985,1985.7916,707.2,0,0
913,1985,1985.875,702.2,0,0
914,1985,1985.9584,700.2,0,0
915,1986,1986.0416,719.2,0,0
916,1986,1986.125,719.2,0,0
917,1986,1986.2084,711.2,0,0
918,1986,1986.2916,698.2,0,0
919,1986,1986.375,703.2,0,0
920,1986,1986.4584,705.2,0,0
921,1986,1986.5416,706.2,0,0
922,1986,1986.625,705.2,0,0
923,1986,1986.7084,707.2,0,0
924,1986,1986.7916,702.2,0,0
925,1986,1986.875,707.2,0,0
926,1986,1986.9584,714.2,0,0
927,1987,1987.0416,715.2,0,0
928,1987,1987.125,714.2,0,0
929,1987,1987.2084,716.2,0,0
930,1987,1987.2916,700.2,0,0
931,1987,1987.375,708.2,0,0
932,1987,1987.4584,702.2,0,0
933,1987,1987.5416,711.2,0,0
934,1987,1987.625,704.2,0,0
935,1987,1987.7084,703.2,0,0
936,1987,1987.7916,700.2,0,0
937,1987,1987.875,708.2,0,0
938,1987,1987.9584,715.2,0,0
939,1988,1988.0416,711.2,0,0
940,1988,1988.125,695.2,0,0
941,1988,1988.2084,698.2,0,0
942,1988,1988.2916,702.2,0,0
943,1988,1988.375,704.2,0,0
944,1988,1988.4584,703.2,0,0
945,1988,1988.5416,703.2,0,0
946,1988,1988.625,704.2,0,0
947,1988,1988.7084,699.2,0,0
948,1988,1988.7916,698.2,0,0
949,1988,1988.875,717.2,0,0
950,1988,1988.9584,700.2,0,0
951,1989,1989.0416,701.2,0,0
952,1989,1989.125,692.2,0,0
953,1989,1989.2084,712.2,0,0
954,1989,1989.2916,699.2,0,0
955,1989,1989.375,702.2,0,0
956,1989,1989.4584,703.2,0,0
957,1989,1989.5416,705.2,0,0
958,1989,1989.625,703.2,0,0
959,1989,1989.7084,703.2,0,0
960,1989,1989.7916,704.2,0,0
961,1989,1989.875,707.2,0,0
962,1989,1989.9584,702.2,0,0
963,1990,1990.0416,714.2,0,0
964,1990,1990.125,709.2,0,0
965,1990,1990.2084,700.2,0,0
966,1990,1990.2916,701.2,0,0
967,1990,1990.375,701.2,0,0
968,1990,1990.4584,708.2,0,0
969,1990,1990.5416,706.2,0,0
970,1990,1990.625,707.2,0,0
971,1990,1990.7084,704.2,0,0
972,1990,1990.7916,706.2,0,0
973,1990,1990.875,717.2,0,0
974,1990,1990.9584,708.2,0,0
975,1991,1991.0416,703.2,0,0
976,1991,1991.125,718.2,0,0
977,1991,1991.2084,712.2,0,0
978,1991,1991.2916,701.2,0,0
979,1991,1991.375,699.2,0,0
980,1991,1991.4584,702.2,0,0
981,1991,1991.5416,703.2,0,0
982,1991,1991.625,712.2,0,0
983,1991,1991.7084,703.2,0,0
984,1991,1991.7916,701.2,0,0
985,1991,1991.875,710.2,0,0
986,1991,1991.9584,713.2,0,0
987,1992,1992.0416,726.2,0,0
988,1992,1992.125,732.2,0,0
989,1992,1992.2084,716.2,0,0
990,1992,1992.2916,713.2,0,0
991,1992,1992.375,705.2,0,0
992,1992,1992.4584,707.2,0,0
993,1992,1992.5416,708.2,0,0
994,1992,1992.625,706.2,0,0
995,1992,1992.7084,706.2,0,0
996,1992,1992.7916,709.2,0,0
997,1992,1992.875,709.2,0,0
998,1992,1992.9584,714.2,0,0
999,1993,1993.0416,716.2,0,0
1000,1993,1993.125,712.2,0,0
1001,1993,1993.2084,710.2,0,0
1002,1993,1993.2916,711.2,0,0
1003,1993,1993.375,714.2,0,0
1004,1993,1993.4584,712.2,0,0
1005,1993,1993.5416,705.2,0,0
1006,1993,1993.625,703.2,0,0
1007,1993,1993.7084,702.2,0,0
1008,1993,1993.7916,704.2,0,0
1009,1993,1993.875,698.2,0,0
1010,1993,1993.9584,714.2,0,0
1011,1994,1994.0416,714.2,0,0
1012,1994,1994.125,717.2,0,0
1013,1994,1994.2084,707.2,0,0
1014,1994,1994.2916,702.2,0,0
1015,1994,1994.375,704.2,0,0
1016,1994,1994.4584,703.2,0,0
1017,1994,1994.5416,703.2,0,0
1018,1994,1994.625,703.2,0,0
1019,1994,1994.7084,704.2,0,0
1020,1994,1994.7916,705.2,0,0
1021,1994,1994.875,714.2,0,0
1022,1994,1994.9584,727.2,0,0
1023,1995,1995.0416,734.2,0,0
1024,1995,1995.125,713.2,0,0
1025,1995,1995.2084,723.2,0,0
1026,1995,1995.2916,703.2,0,0
1027,1995,1995.375,702.2,0,0
1028,1995,1995.4584,703.2,0,0
1029,1995,1995.5416,707.2,0,0
1030,1995,1995.625,706.2,0,0
1031,1995,1995.7084,706.2,0,0
1032,1995,1995.7916,703.2,0,0
1033,1995,1995.875,714.2,0,0
1034,1995,1995.9584,725.2,0,0
1035,1996,1996.0416,720.2,0,0
1036,1996,1996.125,722.2,0,0
1037,1996,1996.2084,704.2,0,0
1038,1996,1996.2916,713.2,0,0
1039,1996,1996.375,704.2,0,0
1040,1996,1996.4584,700.2,0,0
1041,1996,1996.5416,705.2,0,0
1042,1996,1996.625,704.2,0,0
1043,1996,1996.7084,703.2,0,0
1044,1996,1996.7916,708.2,0,0
1045,1996,1996.875,707.2,0,0
1046,1996,1996.9584,721.2,0,0
1047,1997,1997.0416,723.2,0,0
1048,1997,1997.125,704.2,0,0
1049,1997,1997.2084,712.2,0,0
1050,1997,1997.2916,702.2,0,0
1051,1997,1997.375,710.2,0,0
1052,1997,1997.4584,717.2,0,0
1053,1997,1997.5416,713.2,0,0
1054,1997,1997.625,718.2,0,0
1055,1997,1997.7084,718.2,0,0
1056,1997,1997.7916,724.2,0,0
1057,1997,1997.875,733.2,0,0
1058,1997,1997.9584,,0,0
1059,1998,1998.0416,745.2,0,0
1060,1998,1998.125,744.2,0,0
1061,1998,1998.2084,715.2,0,0
1062,1998,1998.2916,703.2,0,0
1063,1998,1998.375,709.2,0,0
1064,1998,1998.4584,708.2,0,0
1065,1998,1998.5416,707.2,0,0
1066,1998,1998.625,704.2,0,0
1067,1998,1998.7084,703.2,0,0
1068,1998,1998.7916,701.2,0,0
1069,1998,1998.875,724.2,0,0
1070,1998,1998.9584,709.2,0,0
1071,1999,1999.0416,714.2,0,0
1072,1999,1999.125,731.2,0,0
1073,1999,1999.2084,721.2,0,0
1074,1999,1999.2916,697.2,0,0
1075,1999,1999.375,699.2,0,0
1076,1999,1999.4584,705.2,0,0
1077,1999,1999.5416,708.2,0,0
1078,1999,1999.625,709.2,0,0
1079,1999,1999.7084,701.2,0,0
1080,1999,1999.7916,699.2,0,0
1081,1999,1999.875,718.2,0,0
1082,1999,1999.9584,708.2,0,0
1083,2000,2000.0416,713.2,0,0
1084,2000,2000.125,719.2,0,0
1085,2000,2000.2084,703.2,0,0
1086,2000,2000.2916,701.2,0,0
1087,2000,2000.375,705.2,0,0
1088,2000,2000.4584,706.2,0,0
1089,2000,2000.5416,706.2,0,0
1090,2000,2000.625,704.2,0,0
1091,2000,2000.7084,704.2,0,0
1092,2000,2000.7916,706.2,0,0
1093,2000,2000.875,700.2,0,0
1094,2000,2000.9584,703.2,0,0
1095,2001,2001.0416,707.2,0,0
1096,2001,2001.125,701.2,0,0
1097,2001,2001.2084,701.2,0,0
1098,2001,2001.2916,698.2,0,0
1099,2001,2001.375,697.2,0,0
1100,2001,2001.4584,700.2,0,0
1101,2001,2001.5416,702.2,0,0
1102,2001,2001.625,705.2,0,0
1103,2001,2001.7084,703.2,0,0
1104,2001,2001.7916,702.2,0,0
1105,2001,2001.875,719.2,0,0
1106,2001,2001.9584,720.2,0,0
1107,2002,2002.0416,716.2,0,0
1108,2002,2002.125,706.2,0,0
1109,2002,2002.2084,704.2,0,0
1110,2002,2002.2916,698.2,0,0
1111,2002,2002.375,698.2,0,0
1112,2002,2002.4584,703.2,0,0
1113,2002,2002.5416,706.2,0,0
1114,2002,2002.625,705.2,0,0
1115,2002,2002.7084,705.2,0,0
1116,2002,2002.7916,698.2,0,0
1117,2002,2002.875,714.2,0,0
1118,2002,2002.9584,730.2,0,0
1119,2003,2003.0416,719.2,0,0
1120,2003,2003.125,703.2,0,0
1121,2003,2003.2084,713.2,0,0
1122,2003,2003.2916,712.2,0,0
1123,2003,2003.375,701.2,0,0
1124,2003,2003.4584,700.2,0,0
1125,2003,2003.5416,703.2,0,0
1126,2003,2003.625,708.2,0,0
1127,2003,2003.7084,702.2,0,0
1128,2003,2003.7916,711.2,0,0
1129,2003,2003.875,710.2,0,0
1130,2003,2003.9584,724.2,0,0
1131,2004,2004.0416,721.2,0,0
1132,2004,2004.125,716.2,0,0
1133,2004,2004.2084,705.2,0,0
1134,2004,2004.2916,702.2,0,0
1135,2004,2004.375,707.2,0,0
1136,2004,2004.4584,706.2,0,0
1137,2004,2004.5416,707.2,0,0
1138,2004,2004.625,709.2,0,0
1139,2004,2004.7084,710.2,0,0
1140,2004,2004.7916,711.2,0,0
1141,2004,2004.875,705.2,0,0
1142,2004,2004.9584,714.2,0,0
1143,2005,2005.0416,721.2,0,0
1144,2005,2005.125,709.2,0,0
1145,2005,2005.2084,715.2,0,0
1146,2005,2005.2916,711.2,0,0
1147,2005,2005.375,714.2,0,0
1148,2005,2005.4584,708.2,0,0
1149,2005,2005.5416,708.2,0,0
1150,2005,2005.625,707.2,0,0
1151,2005,2005.7084,701.2,0,0
1152,2005,2005.7916,710.2,0,0
1153,2005,2005.875,709.2,0,0
1154,2005,2005.9584,717.2,0,0
1155,2006,2006.0416,730.2,0,0
1156,2006,2006.125,705.2,0,0
1157,2006,2006.2084,722.2,0,0
1158,2006,2006.2916,715.2,0,0
1159,2006,2006.375,704.2,0,0
1160,2006,2006.4584,706.2,0,0
1161,2006,2006.5416,708.2,0,0
1162,2006,2006.625,706.2,0,0
1163,2006,2006.7084,703.2,0,0
1164,2006,2006.7916,699.2,0,0
1165,2006,2006.875,724.2,0,0
1166,2006,2006.9584,716.2,0,0
1167,2007,2007.0416,705.2,0,0
1168,2007,2007.125,714.2,0,0
1169,2007,2007.2084,704.2,0,0
1170,2007,2007.2916,703.2,0,0
1171,2007,2007.375,699.2,0,0
1172,2007,2007.4584,706.2,0,0
1173,2007,2007.5416,710.2,0,0
1174,2007,2007.625,710.2,0,0
1175,2007,2007.7084,705.2,0,0
1176,2007,2007.7916,709.2,0,0
1177,2007,2007.875,704.2,0,0
1178,2007,2007.9584,716.2,0,0
1179,2008,2008.0416,719.2,0,0
1180,2008,2008.125,708.2,0,0
1181,2008,2008.2084,699.2,0,0
1182,2008,2008.2916,696.2,0,0
1183,2008,2008.375,699.2,0,0
1184,2008,2008.4584,703.2,0,0
1185,2008,2008.5416,710.2,0,0
1186,2008,2008.625,713.2,0,0
1187,2008,2008.7084,703.2,0,0
1188,2008,2008.7916,699.2,0,0
1189,2008,2008.875,710.2,0,0
1190,2008,2008.9584,708.2,0,0
1191,2009,2009.0416,699.2,0,0
1192,2009,2009.125,705.2,0,0
1193,2009,2009.2084,705.2,0,0
1194,2009,2009.2916,692.2,0,0
1195,2009,2009.375,700.2,0,0
1196,2009,2009.4584,708.2,0,0
1197,2009,2009.5416,705.2,0,0
1198,2009,2009.625,707.2,0,0
1199,2009,2009.7084,706.2,0,0
1200,2009,2009.7916,708.2,0,0
1201,2009,2009.875,720.2,0,0
1202,2009,2009.9584,713.2,0,0
1203,2010,2010.0416,740.2,0,0
1204,2010,2010.125,725.2,0,0
1205,2010,2010.2084,718.2,0,0
1206,2010,2010.2916,718.2,0,0
1207,2010,2010.375,706.2,0,0
1208,2010,2010.4584,705.2,0,0
1209,2010,2010.5416,705.2,0,0
1210,2010,2010.625,708.2,0,0
1211,2010,2010.7084,708.2,0,0
1212,2010,2010.7916,709.2,0,0
1213,2010,2010.875,712.2,0,0
1214,2010,2010.9584,731.2,0,0
1215,2011,2011.0416,713.2,0,0
1216,2011,2011.125,711.2,0,0
1217,2011,2011.2084,729.2,0,0
1218,2011,2011.2916,711.2,0,0
1219,2011,2011.375,709.2,0,0
1220,2011,2011.4584,711.2,0,0
1221,2011,2011.5416,713.2,0,0
1222,2011,2011.625,711.2,0,0
1223,2011,2011.7084,711.2,0,0
1224,2011,2011.7916,710.2,0,0
1225,2011,2011.875,717.2,0,0
1226,2011,2011.9584,699.2,0,0
1227,2012,2012.0416,718.2,0,0
1228,2012,2012.125,710.2,0,0
1229,2012,2012.2084,723.2,0,0
1230,2012,2012.2916,717.2,0,0
1231,2012,2012.375,705.2,0,0
1232,2012,2012.4584,712.2,0,0
1233,2012,2012.5416,713.2,0,0
1234,2012,2012.625,712.2,0,0
1235,2012,2012.7084,706.2,0,0
1236,2012,2012.7916,713.2,0,0
1237,2012,2012.875,724.2,0,0
1238,2012,2012.9584,734.2,0,0
1239,2013,2013.0416,706.2,0,0
1240,2013,2013.125,701.2,0,0
1241,2013,2013.2084,704.2,0,0
1242,2013,2013.2916,702.2,0,0
1243,2013,2013.375,703.2,0,0
1244,2013,2013.4584,709.2,0,0
1245,2013,2013.5416,708.2,0,0
1246,2013,2013.625,711.2,0,0
1247,2013,2013.7084,717.2,0,0
1248,2013,2013.7916,703.2,0,0
1249,2013,2013.875,705.2,0,0
1250,2013,2013.9584,698.2,0,0
1251,2014,2014.0416,707.2,0,0
1252,2014,2014.125,712.2,0,0
1253,2014,2014.2084,714.2,0,0
1254,2014,2014.2916,711.2,0,0
1255,2014,2014.375,711.2,0,0
1256,2014,2014.4584,708.2,0,0
1257,2014,2014.5416,713.2,0,0
1258,2014,2014.625,712.2,0,0
1259,2014,2014.7084,716.2,0,0
1260,2014,2014.7916,726.2,0,0
1261,2014,2014.875,719.2,0,0
1262,2014,2014.9584,734.2,0,0
1263,2015,2015.0416,716.2,0,0
1264,2015,2015.125,719.2,0,0
1265,2015,2015.2084,713.2,0,0
1266,2015,2015.2916,709.2,0,0
1267,2015,2015.375,710.2,0,0
1268,2015,2015.4584,711.2,0,0
1269,2015,2015.5416,716.2,0,0
1270,2015,2015.625,714.2,0,0
1271,2015,2015.7084,716.2,0,0
1272,2015,2015.7916,720.2,0,0
1273,2015,2015.875,715.2,0,0
1274,2015,2015.9584,739.2,0,0
1275,2016,2016.0416,732.2,0,0
1276,2016,2016.125,721.2,0,0
1277,2016,2016.2084,731.2,0,0
1278,2016,2016.2916,707.2,0,0
1279,2016,2016.375,704.2,0,0
1280,2016,2016.4584,708.2,0,0
1281,2016,2016.5416,707.2,0,0
1282,2016,2016.625,709.2,0,0
1283,2016,2016.7084,705.2,0,0
1284,2016,2016.7916,726.2,0,0
1285,2016,2016.875,735.2,0,0
1286,2016,2016.9584,714.2,0,0
