Year,V1,V2,V3,V4
1972,1972.0416,709.2,0,0
1972,1972.125,716.2,0,0
1972,1972.2084,714.2,0,0
1972,1972.2916,710.2,0,0
1972,1972.375,702.2,0,0
1972,1972.4584,710.2,0,0
1972,1972.5416,,0,0
1972,1972.625,712.2,0,0
1972,1972.7084,710.2,0,0
1972,1972.7916,701.2,0,0
1972,1972.875,716.2,0,0
1972,1972.9584,721.2,0,0
1973,1973.0416,722.2,0,0
1973,1973.125,714.2,0,0
1973,1973.2084,709.2,0,0
1973,1973.2916,688.2,0,0
1973,1973.375,697.2,0,0
1973,1973.4584,703.2,0,0
1973,1973.5416,700.2,0,0
1973,1973.625,701.2,0,0
1973,1973.7084,699.2,0,0
1973,1973.7916,703.2,0,0
1973,1973.875,717.2,0,0
1973,1973.9584,724.2,0,0
1974,1974.0416,716.2,0,0
1974,1974.125,713.2,0,0
1974,1974.2084,721.2,0,0
1974,1974.2916,710.2,0,0
1974,1974.375,705.2,0,0
1974,1974.4584,710.2,0,0
1974,1974.5416,711.2,0,0
1974,1974.625,705.2,0,0
1974,1974.7084,703.2,0,0
1974,1974.7916,695.2,0,0
1974,1974.875,708.2,0,0
1974,1974.9584,712.2,0,0
1975,1975.0416,704.2,0,0
1975,1975.125,712.2,0,0
1975,1975.2084,708.2,0,0
1975,1975.2916,697.2,0,0
1975,1975.375,696.2,0,0
1975,1975.4584,699.2,0,0
1975,1975.5416,705.2,0,0
1975,1975.625,703.2,0,0
1975,1975.7084,698.2,0,0
1975,1975.7916,712.2,0,0
1975,1975.875,719.2,0,0
1975,1975.9584,708.2,0,0
1976,1976.0416,708.2,0,0
1976,1976.125,715.2,0,0
1976,1976.2084,704.2,0,0
1976,1976.2916,703.2,0,0
1976,1976.375,702.2,0,0
1976,1976.4584,705.2,0,0
1976,1976.5416,711.2,0,0
1976,1976.625,712.2,0,0
1976,1976.7084,709.2,0,0
1976,1976.7916,705.2,0,0
1976,1976.875,702.2,0,0
1976,1976.9584,711.2,0,0
1977,1977.0416,703.2,0,0
1977,1977.125,707.2,0,0
1977,1977.2084,701.2,0,0
1977,1977.2916,688.2,0,0
1977,1977.375,703.2,0,0
1977,1977.4584,698.2,0,0
1977,1977.5416,700.2,0,0
1977,1977.625,707.2,0,0
1977,1977.7084,707.2,0,0
1977,1977.7916,706.2,0,0
1977,1977.875,714.2,0,0
1977,1977.9584,724.2,0,0
1978,1978.0416,727.2,0,0
1978,1978.125,721.2,0,0
1978,1978.2084,708.2,0,0
1978,1978.2916,705.2,0,0
1978,1978.375,697.2,0,0
1978,1978.4584,699.2,0,0
1978,1978.5416,701.2,0,0
1978,1978.625,705.2,0,0
1978,1978.7084,709.2,0,0
1978,1978.7916,700.2,0,0
1978,1978.875,699.2,0,0
1978,1978.9584,701.2,0,0
1979,1979.0416,701.2,0,0
1979,1979.125,717.2,0,0
1979,1979.2084,703.2,0,0
1979,1979.2916,699.2,0,0
1979,1979.375,695.2,0,0
1979,1979.4584,695.2,0,0
1979,1979.5416,702.2,0,0
1979,1979.625,703.2,0,0
1979,1979.7084,704.2,0,0
1979,1979.7916,709.2,0,0
1979,1979.875,706.2,0,0
1979,1979.9584,720.2,0,0
1980,1980.0416,714.2,0,0
1980,1980.125,717.2,0,0
1980,1980.2084,709.2,0,0
1980,1980.2916,702.2,0,0
1980,1980.375,700.2,0,0
1980,1980.4584,704.2,0,0
1980,1980.5416,,0,0
1980,1980.625,701.2,0,0
1980,1980.7084,703.2,0,0
1980,1980.7916,700.2,0,0
1980,1980.875,710.2,0,0
1980,1980.9584,719.2,0,0
1981,1981.0416,718.2,0,0
1981,1981.125,714.2,0,0
1981,1981.2084,707.2,0,0
1981,1981.2916,703.2,0,0
1981,1981.375,703.2,0,0
1981,1981.4584,700.2,0,0
1981,1981.5416,701.2,0,0
1981,1981.625,703.2,0,0
1981,1981.7084,703.2,0,0
1981,1981.7916,710.2,0,0
1981,1981.875,722.2,0,0
1981,1981.9584,721.2,0,0
1982,1982.0416,711.2,0,0
1982,1982.125,715.2,0,0
1982,1982.2084,716.2,0,0
1982,1982.2916,708.2,0,0
1982,1982.375,696.2,0,0
1982,1982.4584,709.2,0,0
1982,1982.5416,709.2,0,0
1982,1982.625,708.2,0,0
